id,name,review_count,categories,rating,coordinates,location,distance,price
ugEdepE-1ik1ai2a7RgOLQ,Kahvihuone,2,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 60.1908079818892, 'longitude': 24.9485151665915}","{'address1': 'Aleksis Kiven katu 42', 'address2': '', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '', 'display_address': ['Aleksis Kiven katu 42', '00510 Helsinki', 'Finland']}",176.15083885732318,
lbBzoV50lPlcPGGcDI2lVw,Mikura Sushi,4,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 60.1907631, 'longitude': 24.9472525}","{'address1': 'Viipurinkatu 1 C', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Viipurinkatu 1 C', '00510 Helsinki', 'Finland']}",181.20518649495216,€€
nxqJvOoJTxW0AfAncnJYIw,MusKan,2,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.0,"{'latitude': 60.1913412130312, 'longitude': 24.9452347014189}","{'address1': 'Kajaaninkatu 2', 'address2': 'Kajanagatan 2', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Kajaaninkatu 2', 'Kajanagatan 2', '00510 Helsinki', 'Finland']}",185.5597030809307,
dp1ep3CLiiJ-fPCuGO7Aog,Alppilan Huone,3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"{'latitude': 60.19113, 'longitude': 24.94691}","{'address1': 'Porvoonkatu 19', 'address2': None, 'address3': '', 'city': 'Helsinki', 'zip_code': '00100', 'country': 'FI', 'state': '18', 'display_address': ['Porvoonkatu 19', '00100 Helsinki', 'Finland']}",187.79252530946397,
y6Ur01FXhRORIDhkxm4mSw,Weeruska,22,"[{'alias': 'scandinavian', 'title': 'Scandinavian'}]",3.5,"{'latitude': 60.1908014222147, 'longitude': 24.9463999271393}","{'address1': 'Porvoonkatu 19', 'address2': 'Borgågatan 19', 'address3': None, 'city': 'HELSINKI', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Porvoonkatu 19', 'Borgågatan 19', '00510 HELSINKI', 'Finland']}",192.0606753467046,€€
pQSGzlujrDWYb4ILmGYRWw,KOKORO Sushi,2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 60.19418, 'longitude': 24.95073}","{'address1': 'Elimäenkatu 9', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '01', 'display_address': ['Elimäenkatu 9', '00510 Helsinki', 'Finland']}",236.49699159164774,
dX2i5RekOASTVCXOCvsCPQ,Golden Rice Bowl,3,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.5,"{'latitude': 60.1907387, 'longitude': 24.9445}","{'address1': 'Porvoonkatu 16', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Porvoonkatu 16', '00510 Helsinki', 'Finland']}",239.84038553738762,
-c5MiG5SSsDLMrvZ_gBF5Q,Sture 21,1,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",3.0,"{'latitude': 60.1922277, 'longitude': 24.9525574}","{'address1': 'Sturenkatu 21', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 21', '00510 Helsinki', 'Finland']}",258.34578323543184,
tJGEIpzbPOH4P-lN0s1_qg,Caruzello,1,"[{'alias': 'buffets', 'title': 'Buffets'}]",3.0,"{'latitude': 60.1883583, 'longitude': 24.9405003}","{'address1': 'Tivolokuja 1', 'address2': 'Linnanmäen keittiömaailma Kattila, 2krs.', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Tivolokuja 1', 'Linnanmäen keittiömaailma Kattila, 2krs.', '00510 Helsinki', 'Finland']}",297.20178537197216,
8lk_YzQdc-KLmnMfL15uaw,Everest,1,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.0,"{'latitude': 60.1953392, 'longitude': 24.9472103}","{'address1': 'Elimäenkatu 20 A', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Elimäenkatu 20 A', '00510 Helsinki', 'Finland']}",312.2082629810623,
scDGIvGu0OnZvuGJucpFfg,Going Greek,1,"[{'alias': 'greek', 'title': 'Greek'}]",2.0,"{'latitude': 60.18906, 'longitude': 24.94773}","{'address1': 'Läntinen Brahenkatu 12', 'address2': 'Västra Brahegatan 12', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '01', 'display_address': ['Läntinen Brahenkatu 12', 'Västra Brahegatan 12', '00510 Helsinki', 'Finland']}",368.0434049368029,
0S-W9czj4Je22gH4Zxd_jA,Bites Vallila,5,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 60.1956497023996, 'longitude': 24.9511537262297}","{'address1': 'Nokiantie 2-4', 'address2': 'Nokiavägen 2-4', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '01', 'display_address': ['Nokiantie 2-4', 'Nokiavägen 2-4', '00510 Helsinki', 'Finland']}",407.6797805456662,€
TU2VSjtGFITodbSw0tT1NA,Factory Bistro Vallila,1,"[{'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 60.196677432164, 'longitude': 24.9474621138246}","{'address1': 'Elimäenkatu 26', 'address2': 'Elimägatan 26', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '01', 'display_address': ['Elimäenkatu 26', 'Elimägatan 26', '00510 Helsinki', 'Finland']}",480.4963529732734,
avvFSnQl2aTqtCvzLld3Tg,Döner Harju,33,"[{'alias': 'kebab', 'title': 'Kebab'}]",4.5,"{'latitude': 60.1886292593151, 'longitude': 24.9532030745918}","{'address1': 'Fleminginkatu 23', 'address2': 'Flemingsgatan 23', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Fleminginkatu 23', 'Flemingsgatan 23', '00510 Helsinki', 'Finland']}",508.37248847246036,€
hr3M6VcTWkb_zL7zXTtabg,Cheng Long,9,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,"{'latitude': 60.1948487, 'longitude': 24.9556584}","{'address1': 'Mäkelänkatu 38', 'address2': 'Backasgatan 38', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 38', 'Backasgatan 38', '00510 Helsinki', 'Finland']}",510.67648365289875,€
AYzEzpTQPeUV-8GRfyoGtw,McDonald's,2,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.5,"{'latitude': 60.1904115162543, 'longitude': 24.9562615671353}","{'address1': 'Teollisuuskatu 6', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Teollisuuskatu 6', '00500 Helsinki', 'Finland']}",510.96058075048,€
FU0eMXexvtMx9yAVv3QEsA,Beach,3,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 60.1944389, 'longitude': 24.95611}","{'address1': 'Sturenkatu 28', 'address2': None, 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 28', '00510 Helsinki', 'Finland']}",512.8972265143473,€€
fYjjq3FpdpdK6vWMamK-rg,Mukesh,1,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 60.1944389, 'longitude': 24.95611}","{'address1': 'Sturenkatu 28', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 28', '00510 Helsinki', 'Finland']}",512.8972265143473,
s078IEvGkenjjxI8c4mW4w,Addis Ethiopian Kitchen,2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",5.0,"{'latitude': 60.19444, 'longitude': 24.95611}","{'address1': 'Sturenkatu 28', 'address2': 'Sturegatan 28', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '01', 'display_address': ['Sturenkatu 28', 'Sturegatan 28', '00510 Helsinki', 'Finland']}",513.0072330321507,
244FVY72aBF9nLtiKucmqg,My Way,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"{'latitude': 60.1946487, 'longitude': 24.9558201}","{'address1': 'Mäkelänkatu 32', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 32', '00510 Helsinki', 'Finland']}",519.0009922343507,
ExKRUh_CfQ8QfUs07W8ssQ,BLINIt,23,"[{'alias': 'russian', 'title': 'Russian'}]",4.0,"{'latitude': 60.18782, 'longitude': 24.94535}","{'address1': 'Sturenkatu 9', 'address2': 'Sturegatan 9', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 9', 'Sturegatan 9', '00510 Helsinki', 'Finland']}",520.1121079457214,€
4UTC25OdK5SoVcH3aMdaig,Sepia,4,"[{'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 60.19444, 'longitude': 24.95611}","{'address1': 'Mäkelänkatu 30', 'address2': 'Backasgatan 30', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 30', 'Backasgatan 30', '00510 Helsinki', 'Finland']}",525.7740062244761,€€
PFapHzF-jhCiTC5g0nfdeA,Ravintola 91.1,3,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",3.5,"{'latitude': 60.1964798, 'longitude': 24.9442902}","{'address1': 'Kumpulantie 7', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00520', 'country': 'FI', 'state': '18', 'display_address': ['Kumpulantie 7', '00520 Helsinki', 'Finland']}",527.1259311180835,€
ornldz2owVI0xsQxsxad5A,Savor,2,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",4.5,"{'latitude': 60.1971250215486, 'longitude': 24.9479781822373}","{'address1': 'Elimäenkatu 25-27', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Elimäenkatu 25-27', '00510 Helsinki', 'Finland']}",529.7020499327792,€
FodwbyQU711T5NVOT1-gWg,Midhill,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 60.1883583, 'longitude': 24.9405003}","{'address1': 'Tivolikuja 1', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Tivolikuja 1', '00510 Helsinki', 'Finland']}",540.4693341444416,€€€
PNfdlpA_dn2xZk0llw-SIg,Funky Kitchen,3,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]",3.0,"{'latitude': 60.1883583, 'longitude': 24.9405003}","{'address1': 'Linnanmäki', 'address2': 'Tivolikuja 1', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Linnanmäki', 'Tivolikuja 1', '00510 Helsinki', 'Finland']}",543.2327719016328,
Hh20EhhqoEn7vx1TyMuXaA,Coccola,3,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",2.5,"{'latitude': 60.1883583, 'longitude': 24.9405003}","{'address1': 'Tivolikuja 1', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Tivolikuja 1', '00510 Helsinki', 'Finland']}",543.2327719016328,€€
EyFMRSiUVfSMdFcB040-Wg,Romano,4,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 60.187561, 'longitude': 24.9477806}","{'address1': 'Läntinen Brahenkatu 4 A', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Läntinen Brahenkatu 4 A', '00510 Helsinki', 'Finland']}",551.5977169097412,
9lKBIQfOU8p-rrl7kN952Q,Zorbas,10,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,"{'latitude': 60.187561, 'longitude': 24.9477806}","{'address1': 'Läntinen Brahenkatu 4 A', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Läntinen Brahenkatu 4 A', '00510 Helsinki', 'Finland']}",551.5977169097412,€€
ntMVllAmgclpoNtgHQMr7w,King Kebab,10,"[{'alias': 'turkish', 'title': 'Turkish'}]",3.0,"{'latitude': 60.1951103, 'longitude': 24.9568806}","{'address1': 'Mäkelänkatu 31', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 31', '00550 Helsinki', 'Finland']}",561.0013234472233,€
ieyOwy46p4E2jwEDaUj3hw,Factory,8,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 60.1963806, 'longitude': 24.9420109}","{'address1': 'Kumpulantie 3', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00520', 'country': 'FI', 'state': '18', 'display_address': ['Kumpulantie 3', '00520 Helsinki', 'Finland']}",566.6191626529984,€
IDUWW7KnSnd8WMUQ4Z-G6Q,namnam,1,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'cafeteria', 'title': 'Cafeteria'}]",5.0,"{'latitude': 60.1880066, 'longitude': 24.9533259}","{'address1': 'Fleminginkatu 21', 'address2': 'Flemingsgatan 21', 'address3': '', 'city': 'Helsinki', 'zip_code': '00101', 'country': 'FI', 'state': '01', 'display_address': ['Fleminginkatu 21', 'Flemingsgatan 21', '00101 Helsinki', 'Finland']}",574.8883832106247,
EzOSNQDS2GOB91xdle8IlQ,Marco Polo,5,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'kebab', 'title': 'Kebab'}]",4.0,"{'latitude': 60.1936417, 'longitude': 24.9578991}","{'address1': 'Mäkelänkatu 22', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 22', '00550 Helsinki', 'Finland']}",579.5739904957702,€
vUYWrxh0usiKgsj7ScQClg,Mashiro,6,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 60.19364, 'longitude': 24.9579}","{'address1': 'Mäkelänkatu 22', 'address2': 'Backasgatan 22', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 22', 'Backasgatan 22', '00510 Helsinki', 'Finland']}",580.0430206365701,€€
9s4wNfKmw26V8wwUwiszUQ,African Pots,5,"[{'alias': 'african', 'title': 'African'}]",4.0,"{'latitude': 60.1975023751287, 'longitude': 24.9504869069153}","{'address1': 'Mäkelänkatu 45', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu 45', '00550 Helsinki', 'Finland']}",589.3669993976371,€
zNoY5NFqCHR6udTJBjfecg,Coco Grill,1,"[{'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 60.19459, 'longitude': 24.95784}","{'address1': 'Sturenkatu 31', 'address2': 'Sturegatan 31', 'address3': None, 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '01', 'display_address': ['Sturenkatu 31', 'Sturegatan 31', '00550 Helsinki', 'Finland']}",593.9676430898569,€€
l2WNTMtSvlkSYvTLKesa7Q,Peking,7,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 60.1890411, 'longitude': 24.9566498}","{'address1': 'Aleksis Kiven Katu 16', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Aleksis Kiven Katu 16', '00500 Helsinki', 'Finland']}",611.7280859850657,€€
5xfz1wTFdewEe9aoskWQZQ,Parnell's,2,"[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",2.5,"{'latitude': 60.1868491002364, 'longitude': 24.9482452869415}","{'address1': 'Cumulus Olympia', 'address2': 'Läntinen Brahenkatu 2', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Cumulus Olympia', 'Läntinen Brahenkatu 2', '00510 Helsinki', 'Finland']}",613.2611753897427,
_IXFDeVNVHtu37xVnb9MaA,Kattila,3,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",2.5,"{'latitude': 60.1883583, 'longitude': 24.9405003}","{'address1': 'Linnanmäki', 'address2': 'Tivolikuja 1', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Linnanmäki', 'Tivolikuja 1', '00510 Helsinki', 'Finland']}",622.3117600623175,
v6oiuKpHxYL3znz0PHRmSA,Pelinainen,1,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",2.0,"{'latitude': 60.1867981, 'longitude': 24.9476509}","{'address1': 'Helsinginkatu 25', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Helsinginkatu 25', '00510 Helsinki', 'Finland']}",636.5601703858946,€
t3ZF1tc3ji6nf-p40z-LSg,Tuk Tuk,13,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 60.1886597, 'longitude': 24.9561005}","{'address1': 'Vaasankatu 19', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 19', '00500 Helsinki', 'Finland']}",636.871054405053,€€
pCpdg1keICK7ziouQoOcKw,Tintin yögrilli,7,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,"{'latitude': 60.1872215, 'longitude': 24.9526005}","{'address1': 'Helsinginkatu 21', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Helsinginkatu 21', '00510 Helsinki', 'Finland']}",638.8851923358372,€
ujCmSLkPY71RHxAcl8RrrA,Sturenkadun Pizzeria,4,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,"{'latitude': 60.194931, 'longitude': 24.9585209}","{'address1': 'Sturenkatu 35', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 35', '00550 Helsinki', 'Finland']}",642.4458496343536,
BRUCh3g5-HovnOb4_WP2cA,Danphe,9,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",3.5,"{'latitude': 60.1951904, 'longitude': 24.9577198}","{'address1': 'Sturenkatu 32-34', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Sturenkatu 32-34', '00550 Helsinki', 'Finland']}",645.1453496265899,€€
nB83qZgVHnCKcB56px-dCg,Kallion B12,5,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,"{'latitude': 60.1881104, 'longitude': 24.9563599}","{'address1': 'Vaasankatu 12', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 12', '00500 Helsinki', 'Finland']}",648.3424484302417,€€
ikOSXohz2S5wP_KBopZeJg,Kivi,1,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.0,"{'latitude': 60.1890297, 'longitude': 24.9573193}","{'address1': 'Aleksis Kiven katu 14', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Aleksis Kiven katu 14', '00500 Helsinki', 'Finland']}",648.8186132108855,
2jrI4xEA0nV7ycEtReYvmw,Pizza Service,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.0,"{'latitude': 60.18722, 'longitude': 24.9526}","{'address1': 'Helsinginkatu 21', 'address2': 'Helsingegatan 21', 'address3': None, 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Helsinginkatu 21', 'Helsingegatan 21', '00510 Helsinki', 'Finland']}",649.9292707425207,
yeU5IEoqz93GWit5BEvEbg,Hakaniemenrannan Grilli,1,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 60.1947098, 'longitude': 24.9569302}","{'address1': 'Mäkelänkatu', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00550', 'country': 'FI', 'state': '18', 'display_address': ['Mäkelänkatu', '00550 Helsinki', 'Finland']}",652.0658837739828,
jU2Gq2_iDd3eYjEL45Vr3A,Quick Wok,5,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 60.1890602, 'longitude': 24.9579906}","{'address1': 'Aleksis Kiven Katu 12', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Aleksis Kiven Katu 12', '00500 Helsinki', 'Finland']}",672.7027352576675,€
AqECf2aAHiBde6B6tMnLPQ,Hesburger,3,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 60.1863060188154, 'longitude': 24.9479596316814}","{'address1': 'Helsinginkatu 28', 'address2': 'Helsingegatan 28', 'address3': None, 'city': 'Helsinki', 'zip_code': '00530', 'country': 'FI', 'state': '18', 'display_address': ['Helsinginkatu 28', 'Helsingegatan 28', '00530 Helsinki', 'Finland']}",673.3472447536154,€
czQZQ7Nn__cp5GiSS6bKEg,Just Vege,9,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,"{'latitude': 60.188456, 'longitude': 24.9573376}","{'address1': 'Vaasankatu 15', 'address2': 'Vasagatan 15', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 15', 'Vasagatan 15', '00500 Helsinki', 'Finland']}",679.1532426880709,€
aqrNtzWNpW4ZsvBFmK0-GA,Cardemumma,17,"[{'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 60.1865254723598, 'longitude': 24.9518216725883}","{'address1': 'Kaarlenkatu 15', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00510', 'country': 'FI', 'state': '18', 'display_address': ['Kaarlenkatu 15', '00510 Helsinki', 'Finland']}",684.3405940146747,€€
fnylgl5XznrKRMY3yV-ZdQ,Tenho Restobar,2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,"{'latitude': 60.1872388420184, 'longitude': 24.9548745680127}","{'address1': 'Helsinginkatu 15', 'address2': 'Helsingegatan 15', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Helsinginkatu 15', 'Helsingegatan 15', '00500 Helsinki', 'Finland']}",688.0936512329436,
VxdfBLb5oVEKNv8Fgg-50Q,Bali Brunch,2,"[{'alias': 'indonesian', 'title': 'Indonesian'}]",5.0,"{'latitude': 60.1887, 'longitude': 24.9578}","{'address1': 'Vaasankatu 13', 'address2': 'Vasagatan 13', 'address3': None, 'city': 'Helsinki', 'zip_code': '00530', 'country': 'FI', 'state': '01', 'display_address': ['Vaasankatu 13', 'Vasagatan 13', '00530 Helsinki', 'Finland']}",700.45861457044,
QpXlB8RixJOTa548HV8wdQ,Street Gastro,15,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 60.1884589554812, 'longitude': 24.9578529596329}","{'address1': 'Vaasankatu 13', 'address2': '', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 13', '00500 Helsinki', 'Finland']}",701.089067291395,€
zavTbvdxD0kpVFbeDEO9eg,Capris,5,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,"{'latitude': 60.1875687, 'longitude': 24.9556408}","{'address1': 'Kustaankatu 2', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Kustaankatu 2', '00500 Helsinki', 'Finland']}",702.1194230832682,
Zg00WUD5l_q8r3jox_dzoA,Kustaa Vaasa,9,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,"{'latitude': 60.18805, 'longitude': 24.95695}","{'address1': 'Vaasankatu 10', 'address2': 'Vasagatan 10', 'address3': '', 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 10', 'Vasagatan 10', '00500 Helsinki', 'Finland']}",703.2048209620887,
eaeoATp64j-0CK6ZB8HJIQ,Apollo,4,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'kebab', 'title': 'Kebab'}]",3.0,"{'latitude': 60.1881905, 'longitude': 24.9574795}","{'address1': 'Vaasankatu 8', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Vaasankatu 8', '00500 Helsinki', 'Finland']}",709.1356031545218,
7aSa77N_MWBCq8Ud-zvs3w,Cella,20,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'scandinavian', 'title': 'Scandinavian'}]",3.5,"{'latitude': 60.1864395, 'longitude': 24.9538403}","{'address1': 'Fleminginkatu 15', 'address2': None, 'address3': None, 'city': 'Helsinki', 'zip_code': '00500', 'country': 'FI', 'state': '18', 'display_address': ['Fleminginkatu 15', '00500 Helsinki', 'Finland']}",720.6672424170391,€€
